frame.number|frame.interface_name|frame.time_epoch|_ws.col.ipsrc|_ws.col.ipdst|ip.src_host|ip.dst_host|tcp.stream|tcp.srcport|tcp.dstport|tcp.window_size|tcp.flags|tcp.option_kind|tcp.seq|tcp.len|tcp.ack|tcp.options.timestamp.tsval|tcp.options.timestamp.tsecr|mptcp.expected_token|mptcp.stream|tcp.options.mptcp.sendkey|tcp.options.mptcp.recvkey|tcp.options.mptcp.recvtok|tcp.options.mptcp.datafin.flag|tcp.options.mptcp.version|tcp.options.mptcp.subtype|tcp.options.mptcp.rawdataseqno|tcp.options.mptcp.rawdataack|tcp.options.mptcp.subflowseqno|tcp.options.mptcp.datalvllen|tcp.options.mptcp.addrid|mptcp.rawdsn64|mptcp.ack|mptcp.dsn|mptcp.related_mapping|mptcp.reinjection_of|mptcp.reinjected_in
3727|any|1529916757.998191620|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|724480|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021834603||||13300256311687443145|4016450|1|||
3728|any|1529916757.998192356|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021837459||||13300256311687443145|4019306|1|||
3729|any|1529916757.998193179|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021843171||||13300256311687443145|4025018|1|||
3730|any|1529916757.998193840|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021846027||||13300256311687443145|4027874|1|||
3731|any|1529916757.998194577|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021851739||||13300256311687443145|4033586|1|||
3732|any|1529916757.998195267|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021854595||||13300256311687443145|4036442|1|||
3733|any|1529916757.998196064|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021857451||||13300256311687443145|4039298|1|||
3734|any|1529916757.998196835|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021860307||||13300256311687443145|4042154|1|||
3735|any|1529916757.998197574|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021866019||||13300256311687443145|4047866|1|||
3736|any|1529916757.998198227|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|699904|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021868875||||13300256311687443145|4050722|1|||
3737|any|1529916757.998198936|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021871731||||13300256311687443145|4053578|1|||
3738|any|1529916757.998199803|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|695808|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021874587||||13300256311687443145|4056434|1|||
3739|any|1529916757.998200693|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021877443||||13300256311687443145|4059290|1|||
3740|any|1529916758.000515663|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400601|46||1||||0||2||3021878871||||13300256311687443145|4060718|1|||
3741|any|1529916758.003427462|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908400606|46||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3742|any|1529916758.594948366|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2389809|2856|1|908401154|513||1||||0||2|3021881423|3485921993|2389809|64260||6246007917521027151|1|4063270|3742||
3743|any|1529916758.602115010|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2392665|2856|1|908401156|513||1||||0||2||3485921993||||6246007917521030007|1|4066126|3742||
3744|any|1529916758.607119302|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2392665|908401219|65||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3745|any|1529916758.613928571|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2395521|908401226|70||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3746|any|1529916758.613931071|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2395521|2856|1|908401158|513||1||||0||2||3485921993||||6246007917521032863|1|4068982|3742||
3747|any|1529916758.625675254|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2398377|908401237|79||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3748|any|1529916758.625677710|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2398377|2856|1|908401160|513||1||||0||2||3485921993||||6246007917521035719|1|4071838|3742||
3749|any|1529916758.635746746|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2401233|908401249|89||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3750|any|1529916758.639005536|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2401233|2856|1|908401163|513||1||||0||2||3485921993||||6246007917521038575|1|4074694|3742||
3751|any|1529916758.649395425|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2404089|908401263|100||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3752|any|1529916758.651812555|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2404089|2856|1|908401165|513||1||||0||2||3485921993||||6246007917521041431|1|4077550|3742||
3753|any|1529916758.662614653|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2406945|908401275|110||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3754|any|1529916758.662613783|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2406945|2856|1|908401167|513||1||||0||2||3485921993||||6246007917521044287|1|4080406|3742||
3755|any|1529916758.672773130|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2409801|908401286|119||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3756|any|1529916758.675246674|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2409801|2856|1|908401169|513||1||||0||2||3485921993||||6246007917521047143|1|4083262|3742||
3757|any|1529916758.685602263|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2412657|908401299|130||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3758|any|1529916758.685601503|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2412657|2856|1|908401172|513||1||||0||2||3485921993||||6246007917521049999|1|4086118|3742||
3759|any|1529916758.695838368|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2415513|908401309|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3760|any|1529916758.708082996|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2418369|2856|1|908401177|513||1||||0||2||3485921993||||6246007917521055711|1|4091830|3742||
3761|any|1529916758.720323699|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401332|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3762|any|1529916758.720381257|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2421225|2856|1|908401179|513||1||||0||2||3485921993||||6246007917521058567|1|4094686|3742||
3763|any|1529916758.730700061|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401344|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3764|any|1529916758.733647679|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2424081|2856|1|908401181|513||1||||0||2||3485921993||||6246007917521061423|1|4097542|3742||
3765|any|1529916758.745126839|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401357|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3766|any|1529916758.745125982|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2426937|2856|1|908401183|513||1||||0||2||3485921993||||6246007917521064279|1|4100398|3742||
3767|any|1529916758.756312302|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401369|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3768|any|1529916758.756314015|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2429793|2856|1|908401186|513||1||||0||2||3485921993||||6246007917521067135|1|4103254|3742||
3769|any|1529916758.766489994|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401380|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3770|any|1529916758.768954413|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2432649|2856|1|908401188|513||1||||0||2||3485921993||||6246007917521069991|1|4106110|3742||
3771|any|1529916758.779105211|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401393|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3772|any|1529916758.781387664|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2435505|2856|1|908401211|513||1||||0||2||3485921993||||6246007917521072847|1|4108966|3742||
3773|any|1529916758.792619478|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401405|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3774|any|1529916758.792622676|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2438361|2856|1|908401214|513||1||||0||2||3485921993||||6246007917521075703|1|4111822|3742||
3775|any|1529916758.802785593|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401416|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3776|any|1529916758.807505949|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2441217|2856|1|908401216|513||1||||0||2||3485921993||||6246007917521078559|1|4114678|3742||
3777|any|1529916758.816710481|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2444073|2856|1|908401223|513||1||||0||2||3485921993||||6246007917521081415|1|4117534|3742||
3778|any|1529916758.817642798|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401431|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3779|any|1529916758.826880664|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401440|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3780|any|1529916758.829082321|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2446929|2856|1|908401231|513||1||||0||2||3485921993||||6246007917521084271|1|4120390|3742||
3781|any|1529916758.839615252|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401453|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3782|any|1529916758.841737163|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2449785|2856|1|908401233|513||1||||0||2||3485921993||||6246007917521087127|1|4123246|3742||
3783|any|1529916758.851976255|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401465|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3784|any|1529916758.852285736|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2452641|1428|1|908401235|513||1||||0||2||3485921993||||6246007917521089983|1|4126102|3742||
3785|any|1529916758.857938763|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2454069|2856|1|908401260|513||1||||0||2|3021945683|3485921993|2454069|64260||6246007917521091411|1|4127530|3785||
3786|any|1529916758.862325720|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401476|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3787|any|1529916758.868803710|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401481|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3788|any|1529916758.870031467|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2456925|2856|1|908401268|513||1||||0||2||3485921993||||6246007917521094267|1|4130386|3785||
3789|any|1529916758.880097129|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401494|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3790|any|1529916758.882112692|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2459781|2856|1|908401271|513||1||||0||2||3485921993||||6246007917521097123|1|4133242|3785||
3791|any|1529916758.892486972|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401506|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3792|any|1529916758.895501317|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2462637|2856|1|908401273|513||1||||0||2||3485921993||||6246007917521099979|1|4136098|3785||
3793|any|1529916758.905610117|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401519|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3794|any|1529916758.906057866|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2465493|2856|1|908401282|513||1||||0||2||3485921993||||6246007917521102835|1|4138954|3785||
3795|any|1529916758.916200771|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401530|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3796|any|1529916758.918921678|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2468349|2856|1|908401284|513||1||||0||2||3485921993||||6246007917521105691|1|4141810|3785||
3797|any|1529916758.929177665|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401543|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3798|any|1529916758.932103662|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2471205|2856|1|908401292|513||1||||0||2||3485921993||||6246007917521108547|1|4144666|3785||
3799|any|1529916758.942161573|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401556|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3800|any|1529916758.942497928|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2474061|2856|1|908401294|513||1||||0||2||3485921993||||6246007917521111403|1|4147522|3785||
3801|any|1529916758.952516381|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401566|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3802|any|1529916758.955804952|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2476917|2856|1|908401296|513||1||||0||2||3485921993||||6246007917521114259|1|4150378|3785||
3803|any|1529916758.965823368|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401579|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3804|any|1529916758.966299719|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2479773|2856|1|908401304|513||1||||0||2||3485921993||||6246007917521117115|1|4153234|3785||
3805|any|1529916758.976426821|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401590|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3806|any|1529916758.978280844|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2482629|2856|1|908401307|513||1||||0||2||3485921993||||6246007917521119971|1|4156090|3785||
3807|any|1529916758.989829913|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401602|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3808|any|1529916758.991509043|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2485485|2856|1|908401315|513||1||||0||2||3485921993||||6246007917521122827|1|4158946|3785||
3809|any|1529916759.001773534|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401615|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3810|any|1529916759.002208571|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2488341|2856|1|908401317|513||1||||0||2||3485921993||||6246007917521125683|1|4161802|3785||
3811|any|1529916759.012664089|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401626|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3812|any|1529916759.014216598|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2491197|2856|1|908401319|513||1||||0||2||3485921993||||6246007917521128539|1|4164658|3785||
3813|any|1529916759.024235556|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401638|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3814|any|1529916759.026434492|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2494053|2856|1|908401322|513||1||||0||2||3485921993||||6246007917521131395|1|4167514|3785||
3815|any|1529916759.036477627|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401650|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3816|any|1529916759.041559046|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2496909|2856|1|908401324|513||1||||0||2||3485921993||||6246007917521134251|1|4170370|3785||
3817|any|1529916759.051577076|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401665|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3818|any|1529916759.051784910|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2499765|2856|1|908401327|513||1||||0||2||3485921993||||6246007917521137107|1|4173226|3785||
3819|any|1529916759.061800987|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401675|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3820|any|1529916759.062684972|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2502621|2856|1|908401329|513||1||||0||2||3485921993||||6246007917521139963|1|4176082|3785||
3821|any|1529916759.072815885|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401686|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3822|any|1529916759.074273355|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2505477|2856|1|908401334|513||1||||0||2||3485921993||||6246007917521142819|1|4178938|3785||
3823|any|1529916759.086597946|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401698|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3824|any|1529916759.086602147|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2508333|2856|1|908401337|513||1||||0||2||3485921993||||6246007917521145675|1|4181794|3785||
3825|any|1529916759.097046057|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401710|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3826|any|1529916759.098583210|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2511189|2856|1|908401339|513||1||||0||2||3485921993||||6246007917521148531|1|4184650|3785||
3827|any|1529916759.109425580|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401722|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3828|any|1529916759.111718846|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2514045|2856|1|908401342|513||1||||0||2||3485921993||||6246007917521151387|1|4187506|3785||
3829|any|1529916759.121735257|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401735|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3830|any|1529916759.122336462|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2516901|1428|1|908401346|513||1||||0||2||3485921993||||6246007917521154243|1|4190362|3785||
3831|any|1529916759.131803579|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|2518329|2552|1|908401431|68||1||||0||2|3022009943|3485921993|2518329|2552||6246007917521155671|1|4191790|3831||
3832|any|1529916759.132350395|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401746|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3833|any|1529916759.139282489|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2520881|2856|1|908401436|62||1||||0||2|3022012495|3485921993|2520881|64260||6246007917521158223|1|4194342|3833||
3834|any|1529916759.141820871|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401755|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3835|any|1529916759.149299018|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401763|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3836|any|1529916759.152466495|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2523737|2856|1|908401436|62||1||||0||2||3485921993||||6246007917521161079|1|4197198|3833||
3837|any|1529916759.162481070|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401776|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3838|any|1529916759.163366951|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2526593|2856|1|908401436|62||1||||0||2||3485921993||||6246007917521163935|1|4200054|3833||
3839|any|1529916759.174891315|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908401787|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3840|any|1529916759.177117004|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2529449|2856|1|908401436|62||1||||0||2||3485921993||||6246007917521166791|1|4202910|3833||
