packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tcptsval|tcptsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|subtype|dss_dsn|dss_rawack|dss_ssn|dss_length|addrid|dsnraw64|dack|dsn|related_mappings|reinjection_of|reinjected_in
3813|any|44.184355500|1529916759.941802273|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402555|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3814|any|44.192039488|1529916759.949486261|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2727637|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521364979|1|4401098|3806||
3815|any|44.196076843|1529916759.953523616|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402567|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3816|any|44.203092048|1529916759.960538821|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2730493|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521367835|1|4403954|3806||
3817|any|44.203096124|1529916759.960542897|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402573|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3818|any|44.214220553|1529916759.971667326|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2733349|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521370691|1|4406810|3806||
3819|any|44.218080324|1529916759.975527097|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402587|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3820|any|44.226356684|1529916759.983803457|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2736205|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521373547|1|4409666|3806||
3821|any|44.228096851|1529916759.985543624|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402599|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3822|any|44.238253068|1529916759.995699841|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2739061|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521376403|1|4412522|3806||
3823|any|44.239305840|1529916759.996752613|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402610|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3824|any|44.251056178|1529916760.008502951|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2741917|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521379259|1|4415378|3806||
3825|any|44.262423603|1529916760.019870376|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2744773|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521382115|1|4418234|3806||
3826|any|44.263330609|1529916760.020777382|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402634|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3827|any|44.274262714|1529916760.031709487|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402645|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3828|any|44.275829677|1529916760.033276450|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2747629|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521384971|1|4421090|3806||
3829|any|44.286317946|1529916760.043764719|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2750485|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521387827|1|4423946|3806||
3830|any|44.286390144|1529916760.043836917|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402657|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3831|any|44.300293047|1529916760.057739820|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2753341|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521390683|1|4426802|3806||
3832|any|44.300303527|1529916760.057750300|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402671|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3833|any|44.310488394|1529916760.067935167|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2756197|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521393539|1|4429658|3806||
3834|any|44.311090094|1529916760.068536867|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402682|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3835|any|44.322364759|1529916760.079811532|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2759053|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521396395|1|4432514|3806||
3836|any|44.322458857|1529916760.079905630|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402693|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3837|any|44.335797260|1529916760.093244033|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2761909|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521399251|1|4435370|3806||
3838|any|44.336758826|1529916760.094205599|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402708|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3839|any|44.346398415|1529916760.103845188|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2764765|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521402107|1|4438226|3806||
3840|any|44.346492697|1529916760.103939470|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402717|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3841|any|44.358412866|1529916760.115859639|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2767621|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521404963|1|4441082|3806||
3842|any|44.361993203|1529916760.119439976|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402732|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3843|any|44.370440028|1529916760.127886801|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2770477|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521407819|1|4443938|3806||
3844|any|44.373261949|1529916760.130708722|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402743|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3845|any|44.382445321|1529916760.139892094|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2773333|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521410675|1|4446794|3806||
3846|any|44.383280509|1529916760.140727282|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402754|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3847|any|44.394461585|1529916760.151908358|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2776189|2856|1|908401452|62||1||||0||2||3485921993||||6246007917521413531|1|4449650|3806||
3848|any|44.395862059|1529916760.153308832|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402767|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3849|any|44.408147464|1529916760.165594237|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2779045|1428|1|908401452|62||1||||0||2||3485921993||||6246007917521416387|1|4452506|3806||
3850|any|44.408151471|1529916760.165598244|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402777|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3851|any|44.412499071|1529916760.169945844|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|2780473|2552|1|908401463|62||1||||0||2|3022272087|3485921993|2780473|2552||6246007917521417815|1|4453934|3851||
3852|any|44.418445710|1529916760.175892483|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402789|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3853|any|44.423380394|1529916760.180827167|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2783025|2856|1|908401465|70||1||||0||2|3022274639|3485921993|2783025|64260||6246007917521420367|1|4456486|3853||
3854|any|44.430470616|1529916760.187917389|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402801|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3855|any|44.435900013|1529916760.193346786|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2785881|2856|1|908401465|70||1||||0||2||3485921993||||6246007917521423223|1|4459342|3853||
3856|any|44.447533790|1529916760.204980563|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2788737|2856|1|908401465|70||1||||0||2||3485921993||||6246007917521426079|1|4462198|3853||
3857|any|44.455276343|1529916760.212723116|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402826|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3858|any|44.459524375|1529916760.216971148|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2791593|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521428935|1|4465054|3853||
3859|any|44.470123543|1529916760.227570316|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402839|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3860|any|44.471543184|1529916760.228989957|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2794449|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521431791|1|4467910|3853||
3861|any|44.474271680|1529916760.231718453|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402845|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3862|any|44.485330065|1529916760.242776838|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2797305|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521434647|1|4470766|3853||
3863|any|44.485338977|1529916760.242785750|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402854|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3864|any|44.495572513|1529916760.253019286|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2800161|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521437503|1|4473622|3853||
3865|any|44.495933968|1529916760.253380741|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402867|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3866|any|44.507611162|1529916760.265057935|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2803017|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521440359|1|4476478|3853||
3867|any|44.507615211|1529916760.265061984|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402879|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3868|any|44.520028059|1529916760.277474832|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2805873|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521443215|1|4479334|3853||
3869|any|44.522246797|1529916760.279693570|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402892|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3870|any|44.532272868|1529916760.289719641|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2808729|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521446071|1|4482190|3853||
3871|any|44.532282427|1529916760.289729200|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402903|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3872|any|44.543661799|1529916760.301108572|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2811585|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521448927|1|4485046|3853||
3873|any|44.545363509|1529916760.302810282|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402916|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3874|any|44.555643743|1529916760.313090516|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402927|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3875|any|44.556565112|1529916760.314011885|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2814441|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521451783|1|4487902|3853||
3876|any|44.568637049|1529916760.326083822|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2817297|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521454639|1|4490758|3853||
3877|any|44.570853083|1529916760.328299856|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402940|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3878|any|44.581307953|1529916760.338754726|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2820153|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521457495|1|4493614|3853||
3879|any|44.581318011|1529916760.338764784|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402952|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3880|any|44.591712004|1529916760.349158777|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2823009|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521460351|1|4496470|3853||
3881|any|44.592330487|1529916760.349777260|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402963|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3882|any|44.603727305|1529916760.361174078|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2825865|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521463207|1|4499326|3853||
3883|any|44.603731464|1529916760.361178237|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402975|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3884|any|44.615757848|1529916760.373204621|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2828721|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521466063|1|4502182|3853||
3885|any|44.618150083|1529916760.375596856|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908402988|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3886|any|44.627749693|1529916760.385196466|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2831577|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521468919|1|4505038|3853||
3887|any|44.628667581|1529916760.386114354|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403000|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3888|any|44.639790756|1529916760.397237529|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2834433|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521471775|1|4507894|3853||
3889|any|44.643056658|1529916760.400503431|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403012|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3890|any|44.652307266|1529916760.409754039|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2837289|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521474631|1|4510750|3853||
3891|any|44.653072134|1529916760.410518907|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403024|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3892|any|44.665070070|1529916760.422516843|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2840145|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521477487|1|4513606|3853||
3893|any|44.665074401|1529916760.422521174|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403035|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3894|any|44.675803123|1529916760.433249896|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403047|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3895|any|44.676835954|1529916760.434282727|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2843001|2856|1|908401466|70||1||||0||2||3485921993||||6246007917521480343|1|4516462|3853||
3896|any|44.687853555|1529916760.445300328|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2845857|1428|1|908401466|70||1||||0||2||3485921993||||6246007917521483199|1|4519318|3853||
3897|any|44.687858865|1529916760.445305638|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403059|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3898|any|44.693836862|1529916760.451283635|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2847285|2856|1|908401471|70||1||||0||2|3022338899|3485921993|2847285|64260||6246007917521484627|1|4520746|3898||
3899|any|44.702327298|1529916760.459774071|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403072|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3900|any|44.705949417|1529916760.463396190|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2850141|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521487483|1|4523602|3898||
3901|any|44.712344129|1529916760.469790902|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403083|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3902|any|44.720072251|1529916760.477519024|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2852997|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521490339|1|4526458|3898||
3903|any|44.725111726|1529916760.482558499|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403096|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3904|any|44.732186682|1529916760.489633455|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2855853|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521493195|1|4529314|3898||
3905|any|44.741997259|1529916760.499444032|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2858709|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521496051|1|4532170|3898||
3906|any|44.750175872|1529916760.507622645|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403120|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3907|any|44.754024385|1529916760.511471158|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2861565|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521498907|1|4535026|3898||
3908|any|44.754029902|1529916760.511476675|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403125|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3909|any|44.767810913|1529916760.525257686|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2864421|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521501763|1|4537882|3898||
3910|any|44.767888725|1529916760.525335498|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403137|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3911|any|44.778651619|1529916760.536098392|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2867277|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521504619|1|4540738|3898||
3912|any|44.780291073|1529916760.537737846|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403151|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3913|any|44.790119947|1529916760.547566720|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2870133|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521507475|1|4543594|3898||
3914|any|44.793244234|1529916760.550691007|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403164|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3915|any|44.803415291|1529916760.560862064|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2872989|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521510331|1|4546450|3898||
3916|any|44.803475633|1529916760.560922406|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403174|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3917|any|44.814065319|1529916760.571512092|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403185|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3918|any|44.814231948|1529916760.571678721|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2875845|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521513187|1|4549306|3898||
3919|any|44.828084919|1529916760.585531692|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2878701|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521516043|1|4552162|3898||
3920|any|44.828215568|1529916760.585662341|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403199|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
3921|any|44.838161227|1529916760.595608000|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2881557|2856|1|908401471|70||1||||0||2||3485921993||||6246007917521518899|1|4555018|3898||
3922|any|44.838844323|1529916760.596291096|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|908403210|137||1||||0||2||3021881423||||13300256311687443145|4063270|1|||
