packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|expected_token|mptcpstream|recvtok
3437|any|39.636918781|1529916755.394365554|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|667136|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3438|any|39.636919405|1529916755.394366178|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|663040|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3439|any|39.636919956|1529916755.394366729|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|660992|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3440|any|39.636920537|1529916755.394367310|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|654848|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3441|any|39.636921100|1529916755.394367873|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|652800|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3442|any|39.636921681|1529916755.394368454|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|650752|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3443|any|39.636922227|1529916755.394369000|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|648704|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3444|any|39.638143855|1529916755.395590628|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|645632|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3445|any|39.638144597|1529916755.395591370|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|643584|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3446|any|39.638145211|1529916755.395591984|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|641536|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3447|any|39.640085105|1529916755.397531878|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|731136|0x00000010|1,1,8,1,1,5,30|1|0|1705854||1|
3448|any|39.640884616|1529916755.398331389|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|640000|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3449|any|39.645309723|1529916755.402756496|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|673792|0x00000010|1,1,8,1,1,5,30|1|0|2220485||1|
3450|any|39.656802474|1529916755.414249247|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|640000|0x00000010|1,1,8,30|1|0|2258737||1|
3451|any|41.108236240|1529916756.865683013|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1705854|2856|1||1|
3452|any|41.200376640|1529916756.957823413|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3453|any|41.200377512|1529916756.957824285|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3454|any|41.200378159|1529916756.957824932|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|731136|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3455|any|41.200378755|1529916756.957825528|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|725504|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3456|any|41.200379359|1529916756.957826132|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|723968|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3457|any|41.200379954|1529916756.957826727|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|719360|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3458|any|41.200380565|1529916756.957827338|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714752|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3459|any|41.200381119|1529916756.957827892|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712704|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3460|any|41.200381698|1529916756.957828471|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710656|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3461|any|41.200382265|1529916756.957829038|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706560|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3462|any|41.200382827|1529916756.957829600|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|704512|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3463|any|41.200383474|1529916756.957830247|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|703488|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3464|any|41.219476197|1529916756.976922970|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|703488|0x00000010|1,1,8,30|1|0|1726970||1|
3465|any|41.639007966|1529916757.396454739|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2258737|2856|1||1|
3466|any|41.646273927|1529916757.403720700|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2261593|2856|1||1|
3467|any|41.658336780|1529916757.415783553|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2264449|2856|1||1|
3468|any|41.670538423|1529916757.427985196|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2267305|2856|1||1|
3469|any|41.682858943|1529916757.440305716|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2270161|2856|1||1|
3470|any|41.695293969|1529916757.452740742|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2273017|2856|1||1|
3471|any|41.704847574|1529916757.462294347|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2275873|2856|1||1|
3472|any|41.716915695|1529916757.474362468|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2278729|2856|1||1|
3473|any|41.729714506|1529916757.487161279|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2281585|2856|1||1|
3474|any|41.742449901|1529916757.499896674|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2284441|2856|1||1|
3475|any|41.752316024|1529916757.509762797|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2261593||1|
3476|any|41.754662283|1529916757.512109056|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2287297|2856|1||1|
3477|any|41.759585953|1529916757.517032726|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2264449||1|
3478|any|41.764930606|1529916757.522377379|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2290153|2856|1||1|
3479|any|41.775062567|1529916757.532509340|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2267305||1|
3480|any|41.777407359|1529916757.534854132|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2293009|2856|1||1|
3481|any|41.782319791|1529916757.539766564|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2270161||1|
3482|any|41.789993190|1529916757.547439963|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2295865|2856|1||1|
3483|any|41.794838541|1529916757.552285314|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2273017||1|
3484|any|41.800969736|1529916757.558416509|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2298721|2856|1||1|
3485|any|41.807968192|1529916757.565414965|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2275873||1|
3486|any|41.813146762|1529916757.570593535|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2301577|2856|1||1|
3487|any|41.819594466|1529916757.577041239|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2278729||1|
3488|any|41.827666916|1529916757.585113689|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2304433|2856|1||1|
3489|any|41.830539137|1529916757.587985910|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2281585||1|
3490|any|41.837040679|1529916757.594487452|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2307289|2856|1||1|
3491|any|41.842242269|1529916757.599689042|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2284441||1|
3492|any|41.850424313|1529916757.607871086|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2310145|2856|1||1|
3493|any|41.853801526|1529916757.611248299|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2287297||1|
3494|any|41.861662055|1529916757.619108828|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2313001|2856|1||1|
3495|any|41.867629400|1529916757.625076173|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2290153||1|
3496|any|41.873115108|1529916757.630561881|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2315857|2856|1||1|
3497|any|41.878309120|1529916757.635755893|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2293009||1|
3498|any|41.885839652|1529916757.643286425|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2318713|2856|1||1|
3499|any|41.893268453|1529916757.650715226|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2295865||1|
3500|any|41.898101972|1529916757.655548745|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2321569|1428|1||1|
3501|any|41.905781501|1529916757.663228274|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2322997|2856|1||1|
3502|any|41.905784582|1529916757.663231355|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2298721||1|
3503|any|41.915375948|1529916757.672822721|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2325853|2856|1||1|
3504|any|41.915374455|1529916757.672821228|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2301577||1|
3505|any|41.927992962|1529916757.685439735|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2328709|2856|1||1|
3506|any|41.927991424|1529916757.685438197|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2304433||1|
3507|any|41.940266746|1529916757.697713519|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2331565|2856|1||1|
3508|any|41.943115715|1529916757.700562488|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2307289||1|
3509|any|41.948512943|1529916757.705959716|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2310145||1|
3510|any|41.951539241|1529916757.708986014|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2334421|2856|1||1|
3511|any|41.960816034|1529916757.718262807|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2313001||1|
3512|any|41.963259085|1529916757.720705858|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2337277|2856|1||1|
3513|any|41.973271417|1529916757.730718190|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2315857||1|
3514|any|41.975505423|1529916757.732952196|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2340133|2856|1||1|
3515|any|41.987323502|1529916757.744770275|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2342989|2856|1||1|
3516|any|41.988304676|1529916757.745751449|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2318713||1|
3517|any|41.989551610|1529916757.746998383|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3518|any|41.989552465|1529916757.746999238|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3519|any|41.989553175|1529916757.746999948|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3520|any|41.989553822|1529916757.747000595|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|729600|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3521|any|41.989554456|1529916757.747001229|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|721408|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3522|any|41.989555250|1529916757.747002023|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|719872|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3523|any|41.989555927|1529916757.747002700|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3524|any|41.989556512|1529916757.747003285|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|715776|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3525|any|41.989557154|1529916757.747003927|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3526|any|41.989557710|1529916757.747004483|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|709120|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3527|any|41.989558301|1529916757.747005074|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|707072|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3528|any|41.989558939|1529916757.747005712|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|705024|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3529|any|41.998558019|1529916757.756004792|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2321569||1|
3530|any|41.999378402|1529916757.756825175|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2345845|2856|1||1|
3531|any|42.013194674|1529916757.770641447|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2348701|2856|1||1|
3532|any|42.016300521|1529916757.773747294|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2325853||1|
3533|any|42.023995931|1529916757.781442704|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2351557|2856|1||1|
3534|any|42.027355117|1529916757.784801890|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2328709||1|
3535|any|42.036444575|1529916757.793891348|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2354413|2856|1||1|
3536|any|42.040028528|1529916757.797475301|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2331565||1|
3537|any|42.049574993|1529916757.807021766|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2357269|2856|1||1|
3538|any|42.050938659|1529916757.808385432|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2334421||1|
3539|any|42.060326044|1529916757.817772817|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2360125|2856|1||1|
3540|any|42.063563748|1529916757.821010521|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2337277||1|
3541|any|42.072487925|1529916757.829934698|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2362981|2856|1||1|
3542|any|42.074851477|1529916757.832298250|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2340133||1|
3543|any|42.083991273|1529916757.841438046|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2365837|2856|1||1|
3544|any|42.088567190|1529916757.846013963|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2342989||1|
3545|any|42.095877804|1529916757.853324577|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2368693|2856|1||1|
3546|any|42.101037224|1529916757.858483997|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2345845||1|
3547|any|42.107481472|1529916757.864928245|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2371549|2856|1||1|
3548|any|42.112784086|1529916757.870230859|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2348701||1|
3549|any|42.121207679|1529916757.878654452|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2374405|2856|1||1|
3550|any|42.124384313|1529916757.881831086|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2351557||1|
3551|any|42.132006472|1529916757.889453245|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2377261|2856|1||1|
3552|any|42.135151821|1529916757.892598594|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2354413||1|
3553|any|42.143637326|1529916757.901084099|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2380117|2856|1||1|
3554|any|42.148219046|1529916757.905665819|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2357269||1|
3555|any|42.156596380|1529916757.914043153|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2382973|2856|1||1|
3556|any|42.161663101|1529916757.919109874|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2360125||1|
3557|any|42.167836803|1529916757.925283576|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2385829|1428|1||1|
3558|any|42.172299633|1529916757.929746406|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2362981||1|
3559|any|42.174193901|1529916757.931640674|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|2387257|2552|1||1|
3560|any|42.184852952|1529916757.942299725|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2365837||1|
3561|any|42.197671795|1529916757.955118568|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2368693||1|
3562|any|42.207539729|1529916757.964986502|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2371549||1|
3563|any|42.220351407|1529916757.977798180|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2374405||1|
3564|any|42.235583454|1529916757.993030227|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2377261||1|
3565|any|42.245979646|1529916758.003426419|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2380117||1|
3566|any|42.258222970|1529916758.015669743|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2382973||1|
3567|any|42.260967179|1529916758.018413952|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3568|any|42.260967949|1529916758.018414722|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|730624|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3569|any|42.260968582|1529916758.018415355|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3570|any|42.260969177|1529916758.018415950|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|724480|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3571|any|42.260969778|1529916758.018416551|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3572|any|42.260970340|1529916758.018417113|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3573|any|42.260970903|1529916758.018417676|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3574|any|42.260971467|1529916758.018418240|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3575|any|42.260972060|1529916758.018418833|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3576|any|42.260972627|1529916758.018419400|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3577|any|42.260973205|1529916758.018419978|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3578|any|42.260973822|1529916758.018420595|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|699904|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3579|any|42.260974465|1529916758.018421238|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3580|any|42.260975036|1529916758.018421809|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|695808|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3581|any|42.260975637|1529916758.018422410|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3582|any|42.268129068|1529916758.025575841|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
3583|any|42.268129964|1529916758.025576737|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2385829||1|
3584|any|42.285806669|1529916758.043253442|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|2389809||1|
3585|any|42.786201987|1529916758.543648760|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2389809|2856|1||1|
3586|any|42.793211192|1529916758.550657965|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2392665|2856|1||1|
3587|any|42.804594793|1529916758.562041566|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2395521|2856|1||1|
3588|any|42.816874271|1529916758.574321044|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2398377|2856|1||1|
3589|any|42.829559398|1529916758.587006171|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2401233|2856|1||1|
3590|any|42.842474795|1529916758.599921568|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2404089|2856|1||1|
