packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tsval|tsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|dack|dsn
3768|any|43.919758519|1529916759.67721|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2663377|2856|1|62|62||1||||0||1|4336838
3769|any|43.923264294|1529916759.68071|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3770|any|43.93435302|1529916759.6918|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2666233|2856|1|62|62||1||||0||1|4339694
3771|any|43.934369011|1529916759.69182|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3772|any|43.943796454|1529916759.70124|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2669089|2856|1|62|62||1||||0||1|4342550
3773|any|43.947744814|1529916759.70519|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3774|any|43.955849026|1529916759.7133|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2671945|2856|1|62|62||1||||0||1|4345406
3775|any|43.955864755|1529916759.71331|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3776|any|43.967841327|1529916759.72529|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2674801|2856|1|62|62||1||||0||1|4348262
3777|any|43.967852635|1529916759.7253|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3778|any|43.979813606|1529916759.73726|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2677657|2856|1|62|62||1||||0||1|4351118
3779|any|43.979825174|1529916759.73727|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3780|any|43.991830152|1529916759.74928|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2680513|2856|1|62|62||1||||0||1|4353974
3781|any|43.994402709|1529916759.75185|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3782|any|44.003854569|1529916759.7613|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2683369|2856|1|62|62||1||||0||1|4356830
3783|any|44.003859519|1529916759.76131|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3784|any|44.015880888|1529916759.77333|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2686225|2856|1|62|62||1||||0||1|4359686
3785|any|44.01589779|1529916759.77334|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3786|any|44.02852057|1529916759.78597|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2689081|2856|1|62|62||1||||0||1|4362542
3787|any|44.028537203|1529916759.78598|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3788|any|44.039881134|1529916759.79733|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3789|any|44.0414118|1529916759.79886|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2691937|2856|1|62|62||1||||0||1|4365398
3790|any|44.054045628|1529916759.81149|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2694793|2856|1|62|62||1||||0||1|4368254
3791|any|44.054054918|1529916759.8115|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3792|any|44.064109705|1529916759.82156|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2697649|2856|1|62|62||1||||0||1|4371110
3793|any|44.064227574|1529916759.82167|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3794|any|44.075929995|1529916759.83338|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3795|any|44.077363423|1529916759.83481|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2700505|2856|1|62|62||1||||0||1|4373966
3796|any|44.087969925|1529916759.84542|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2703361|2856|1|62|62||1||||0||1|4376822
3797|any|44.088635998|1529916759.84608|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3798|any|44.10005472|1529916759.8575|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2706217|2856|1|62|62||1||||0||1|4379678
3799|any|44.104454752|1529916759.8619|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3800|any|44.112748554|1529916759.8702|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2709073|2856|1|62|62||1||||0||1|4382534
3801|any|44.114477205|1529916759.87192|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3802|any|44.124005777|1529916759.88145|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2711929|2856|1|62|62||1||||0||1|4385390
3803|any|44.124248851|1529916759.8817|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3804|any|44.136020542|1529916759.89347|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2714785|1428|1|62|62||1||||0||1|4388246
3805|any|44.139019711|1529916759.89647|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3806|any|44.142028945|1529916759.89948|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2716213|2856|1|62|62||1||||0||1|4389674
3807|any|44.149036647|1529916759.90648|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3808|any|44.156112466|1529916759.91356|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2719069|2856|1|62|62||1||||0||1|4392530
3809|any|44.160087676|1529916759.91753|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3810|any|44.166157199|1529916759.9236|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2721925|2856|1|62|62||1||||0||1|4395386
3811|any|44.174337306|1529916759.93178|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3812|any|44.1781988|1529916759.93565|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2724781|2856|1|62|62||1||||0||1|4398242
3813|any|44.1843555|1529916759.9418|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3814|any|44.192039488|1529916759.94949|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2727637|2856|1|62|62||1||||0||1|4401098
3815|any|44.196076843|1529916759.95352|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3816|any|44.203092048|1529916759.96054|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2730493|2856|1|62|62||1||||0||1|4403954
3817|any|44.203096124|1529916759.96054|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3818|any|44.214220553|1529916759.97167|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2733349|2856|1|62|62||1||||0||1|4406810
3819|any|44.218080324|1529916759.97553|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3820|any|44.226356684|1529916759.9838|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2736205|2856|1|62|62||1||||0||1|4409666
3821|any|44.228096851|1529916759.98554|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3822|any|44.238253068|1529916759.9957|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2739061|2856|1|62|62||1||||0||1|4412522
3823|any|44.23930584|1529916759.99675|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3824|any|44.251056178|1529916760.0085|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2741917|2856|1|62|62||1||||0||1|4415378
3825|any|44.262423603|1529916760.01987|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2744773|2856|1|62|62||1||||0||1|4418234
3826|any|44.263330609|1529916760.02078|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3827|any|44.274262714|1529916760.03171|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3828|any|44.275829677|1529916760.03328|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2747629|2856|1|62|62||1||||0||1|4421090
3829|any|44.286317946|1529916760.04377|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2750485|2856|1|62|62||1||||0||1|4423946
3830|any|44.286390144|1529916760.04384|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3831|any|44.300293047|1529916760.05774|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2753341|2856|1|62|62||1||||0||1|4426802
3832|any|44.300303527|1529916760.05775|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3833|any|44.310488394|1529916760.06794|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2756197|2856|1|62|62||1||||0||1|4429658
3834|any|44.311090094|1529916760.06854|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3835|any|44.322364759|1529916760.07981|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2759053|2856|1|62|62||1||||0||1|4432514
3836|any|44.322458857|1529916760.07991|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3837|any|44.33579726|1529916760.09324|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2761909|2856|1|62|62||1||||0||1|4435370
3838|any|44.336758826|1529916760.09421|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3839|any|44.346398415|1529916760.10385|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2764765|2856|1|62|62||1||||0||1|4438226
3840|any|44.346492697|1529916760.10394|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3841|any|44.358412866|1529916760.11586|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2767621|2856|1|62|62||1||||0||1|4441082
3842|any|44.361993203|1529916760.11944|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3843|any|44.370440028|1529916760.12789|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2770477|2856|1|62|62||1||||0||1|4443938
3844|any|44.373261949|1529916760.13071|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3845|any|44.382445321|1529916760.13989|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2773333|2856|1|62|62||1||||0||1|4446794
3846|any|44.383280509|1529916760.14073|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3847|any|44.394461585|1529916760.15191|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2776189|2856|1|62|62||1||||0||1|4449650
3848|any|44.395862059|1529916760.15331|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3849|any|44.408147464|1529916760.16559|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2779045|1428|1|62|62||1||||0||1|4452506
3850|any|44.408151471|1529916760.1656|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3851|any|44.412499071|1529916760.16995|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|2780473|2552|1|62|62||1||||0||1|4453934
3852|any|44.41844571|1529916760.17589|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3853|any|44.423380394|1529916760.18083|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2783025|2856|1|70|70||1||||0||1|4456486
3854|any|44.430470616|1529916760.18792|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3855|any|44.435900013|1529916760.19335|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2785881|2856|1|70|70||1||||0||1|4459342
3856|any|44.44753379|1529916760.20498|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2788737|2856|1|70|70||1||||0||1|4462198
3857|any|44.455276343|1529916760.21272|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3858|any|44.459524375|1529916760.21697|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2791593|2856|1|70|70||1||||0||1|4465054
3859|any|44.470123543|1529916760.22757|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3860|any|44.471543184|1529916760.22899|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2794449|2856|1|70|70||1||||0||1|4467910
3861|any|44.47427168|1529916760.23172|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3862|any|44.485330065|1529916760.24278|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2797305|2856|1|70|70||1||||0||1|4470766
3863|any|44.485338977|1529916760.24279|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3864|any|44.495572513|1529916760.25302|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2800161|2856|1|70|70||1||||0||1|4473622
3865|any|44.495933968|1529916760.25338|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3866|any|44.507611162|1529916760.26506|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2803017|2856|1|70|70||1||||0||1|4476478
3867|any|44.507615211|1529916760.26506|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3868|any|44.520028059|1529916760.27747|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2805873|2856|1|70|70||1||||0||1|4479334
3869|any|44.522246797|1529916760.27969|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3870|any|44.532272868|1529916760.28972|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2808729|2856|1|70|70||1||||0||1|4482190
3871|any|44.532282427|1529916760.28973|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3872|any|44.543661799|1529916760.30111|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2811585|2856|1|70|70||1||||0||1|4485046
3873|any|44.545363509|1529916760.30281|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3874|any|44.555643743|1529916760.31309|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3875|any|44.556565112|1529916760.31401|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2814441|2856|1|70|70||1||||0||1|4487902
3876|any|44.568637049|1529916760.32608|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2817297|2856|1|70|70||1||||0||1|4490758
3877|any|44.570853083|1529916760.3283|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3878|any|44.581307953|1529916760.33875|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2820153|2856|1|70|70||1||||0||1|4493614
3879|any|44.581318011|1529916760.33876|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3880|any|44.591712004|1529916760.34916|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2823009|2856|1|70|70||1||||0||1|4496470
3881|any|44.592330487|1529916760.34978|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3882|any|44.603727305|1529916760.36117|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2825865|2856|1|70|70||1||||0||1|4499326
3883|any|44.603731464|1529916760.36118|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3884|any|44.615757848|1529916760.3732|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2828721|2856|1|70|70||1||||0||1|4502182
3885|any|44.618150083|1529916760.3756|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3886|any|44.627749693|1529916760.3852|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2831577|2856|1|70|70||1||||0||1|4505038
3887|any|44.628667581|1529916760.38611|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3888|any|44.639790756|1529916760.39724|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2834433|2856|1|70|70||1||||0||1|4507894
3889|any|44.643056658|1529916760.4005|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3890|any|44.652307266|1529916760.40975|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2837289|2856|1|70|70||1||||0||1|4510750
3891|any|44.653072134|1529916760.41052|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3892|any|44.66507007|1529916760.42252|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2840145|2856|1|70|70||1||||0||1|4513606
3893|any|44.665074401|1529916760.42252|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3894|any|44.675803123|1529916760.43325|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3895|any|44.676835954|1529916760.43428|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2843001|2856|1|70|70||1||||0||1|4516462
3896|any|44.687853555|1529916760.4453|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2845857|1428|1|70|70||1||||0||1|4519318
3897|any|44.687858865|1529916760.44531|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3898|any|44.693836862|1529916760.45128|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|2847285|2856|1|70|70||1||||0||1|4520746
3899|any|44.702327298|1529916760.45977|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3900|any|44.705949417|1529916760.4634|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2850141|2856|1|70|70||1||||0||1|4523602
3901|any|44.712344129|1529916760.46979|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|2415513|137|137||1||||0||4063270|1
3902|any|44.720072251|1529916760.47752|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|2852997|2856|1|70|70||1||||0||1|4526458
